fuente_institucional,anio,titulo,id,url
REPO,2017,"Observatorio Ecosocial Para El Seguimiento Del Cambio Climático En Ecosistemas De Altura En La Región De Tarapacá: Propuestas, Avances Y Proyecciones",Repo_ANID_11ffc435a6c538621f2c9d8b77b04db5,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_11ffc435a6c538621f2c9d8b77b04db5
REPO,2017,Quantifying keystone species complexes: Ecosystem-based conservation management in the King George Island (Antarctic Peninsula),Repo_ANID_8afbc4eefd8efb0523299fb48a8b9c8b,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_8afbc4eefd8efb0523299fb48a8b9c8b
REPO,2017,Tree seedlings respond to both light and soil nutrients in a Patagonian evergreen-deciduous forest,Repo_ANID_4cb645a100c28fa1d753041d25d7db7e,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_4cb645a100c28fa1d753041d25d7db7e
REPO,2016,"How to manage a forest: landscape, uncertainties and environmental governance in neoliberal Chile",Repo_ANID_ed05e6ef9c36f834626c5952e23f9c4a,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_ed05e6ef9c36f834626c5952e23f9c4a
REPO,2016,Hydric regime in Mediterranean freshwater forested wetlands and their relationship with native and non-native forest cover,Repo_ANID_100986edc3de0c6fb0951032572f14fc,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_100986edc3de0c6fb0951032572f14fc
SCIELO,2016,"Hábitat de alimentación del carpintero negro (Campephilus magellanicus) en ecosistemas forestales del parque nacional Nahuelbuta, región de La Araucanía, Chile",SCIELO_5b782d2e5b720d5f5803280aa16f92fc,https://espaciociencia.anid.cl/detalles?id=SCIELO_5b782d2e5b720d5f5803280aa16f92fc
SCIELO,2016,"La flora exótica ruderal del Parque Nacional La Campana, Región de Valparaíso, Chile central",SCIELO_bcd7401b17a35a8805a926ecf1b3a03f,https://espaciociencia.anid.cl/detalles?id=SCIELO_bcd7401b17a35a8805a926ecf1b3a03f
SCIELO,2016,La valoración de los servicios ecosistémicos en los ecosistemas forestales: un caso de estudio en Los Alpes Italianos,SCIELO_250e19f3f8dcf46dfed2518c378ceb9a,https://espaciociencia.anid.cl/detalles?id=SCIELO_250e19f3f8dcf46dfed2518c378ceb9a
REPO,2016,Positive biodiversity-productivity relationship predominant in global forests,Repo_ANID_8c8452766267e8cc16294134fc14f3eb,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_8c8452766267e8cc16294134fc14f3eb
REPO,2015,Archaeal and bacterial assemblages in the Oxygen Minimum Zone of the upwelling ecosystem off Central Chile as determined by organic biomarkers,Repo_ANID_99c13a5781efb8c3f693e449efa92b13,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_99c13a5781efb8c3f693e449efa92b13
REPO,2015,Beyond species loss: the extinction of ecological interactions in a changing world,Repo_ANID_72f451cdd24f5ec969d303dac41e01ad,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_72f451cdd24f5ec969d303dac41e01ad
REPO,2015,Biotime: a database of biodiversity time series for the anthropocene,Repo_ANID_cb7a02b7aca0d7aecc4d801737ddfb25,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_cb7a02b7aca0d7aecc4d801737ddfb25
UDEC,2015,Efectos alelopáticos de Acacia dealbata Link (Fabaceae: Mimosoideae) en ecosistemas mediterráneos del centro sur de Chile.,UDEC_2c6258faef2f6634f88cbc259bb71bb9,https://espaciociencia.anid.cl/detalles?id=UDEC_2c6258faef2f6634f88cbc259bb71bb9
REPO,2015,"Effects of local land-use on riparian vegetation, water quality, and the functional organization of macroinvertebrate assemblages",Repo_ANID_66e243c27d10f0cf5d4f9dde37c3d62f,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_66e243c27d10f0cf5d4f9dde37c3d62f
REPO,2015,Effects of temperature and glucose concentration on the growth and respiration of fungal species isolated from a highly productive coastal upwelling ecosystem.,Repo_ANID_448c52e86920e6331524a4be5391d328,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_448c52e86920e6331524a4be5391d328
UDEC,2015,"Flujo de nutrientes y metabolismo neto del ecosistema en Bahía Coliumo (Chile) (36°32’S, 72°57’W).",UDEC_484165d15550ede60c071982e1f3c59d,https://espaciociencia.anid.cl/detalles?id=UDEC_484165d15550ede60c071982e1f3c59d
REPO,2015,How much deforestation do protected areas avoid in tropical Andean landscapes?,Repo_ANID_53aa470118b17263eaab24a34ba50abe,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_53aa470118b17263eaab24a34ba50abe
REPO,2015,Isolation and characterization of phenanthrene degrading bacteria from diesel fuel-contaminated antarctic soils,Repo_ANID_74fa0d9f13477fe66e6d73a0205b6e31,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_74fa0d9f13477fe66e6d73a0205b6e31
REPO,2015,Modelling the influence of environment on juvenile modulus of elasticity in pinus radiata grown in chile,Repo_ANID_5659bb13988c696f94c9ef1e534814c2,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_5659bb13988c696f94c9ef1e534814c2
REPO,2015,Monitoring The Effects Of Land Cover Change On The Supply Of Ecosystem Services In An Urban Region: A Study Of Santiago-Valparaiso Chile,Repo_ANID_656c7c1489e7428724d7e566170bf8d1,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_656c7c1489e7428724d7e566170bf8d1
REPO,2015,Pollination in the chilean mediterranean-type ecosystem: a review of current advances and pending tasks,Repo_ANID_0ddc687ecb6e9b948b5cabdb4a535612,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_0ddc687ecb6e9b948b5cabdb4a535612
UCHILE,2015,"Proposición de un modelo de monitoreo para definir la calidad hídrica de ecosistemas de humedales: prototipo Reserva nacional Laguna Torca, Región del Maule",UCHILE_1e4e85bf44cece0db320644285429ddd,https://espaciociencia.anid.cl/detalles?id=UCHILE_1e4e85bf44cece0db320644285429ddd
REPO,2015,Rainbow trout diets and macroinvertebrates assemblages responses from watersheds dominated by native and exotic plantations,Repo_ANID_d6837e80f220f85e651b7aa58a557573,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_d6837e80f220f85e651b7aa58a557573
REPO,2015,Social perception of ecosystem services in a coastal wetland post-earthquake: a case study in chile,Repo_ANID_99c1b16f9b6978d0e1b9416a71cee476,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_99c1b16f9b6978d0e1b9416a71cee476
REPO,2015,"Spatial and short-term variability of larval, post-larval and macrobenthic assemblages associated with subtidal kelp forest ecosystems in central chile",Repo_ANID_4edafdbf10ce5fbed6eec6de52b111a4,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_4edafdbf10ce5fbed6eec6de52b111a4
UCHILE,2014,Aplicación del modelo DPSIR para analizar el estado medioambiental del ecosistema del humedal del Rio Cruces,UCHILE_193ca327fec39d05970f1a0aa07bcec8,https://espaciociencia.anid.cl/detalles?id=UCHILE_193ca327fec39d05970f1a0aa07bcec8
REPO,2014,Concepts and methods for landscape multifunctionality and a unifying framework based on ecosystem services,Repo_ANID_0ec6f6bae7ab22647c3abe28b0188cd8,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_0ec6f6bae7ab22647c3abe28b0188cd8
SCIELO,2014,"El colapso ambiental en el río Patía, Colombia: variaciones morfológicas y alteraciones en los ecosistemas de manglar",SCIELO_29b0e25a53bb71bdd9a0af5753c20dfd,https://espaciociencia.anid.cl/detalles?id=SCIELO_29b0e25a53bb71bdd9a0af5753c20dfd
REPO,2014,"Environmental context shapes the bacterial community structure associated to peltigera cyanolichens growing in tierra del fuego, chile",Repo_ANID_d78ac3a7826ece5ad4fe5986cb4c33ba,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_d78ac3a7826ece5ad4fe5986cb4c33ba
UDEC,2014,Estructura comunitaria de los picoeucariontes a través de un gradiente vertical de oxígeno en un ecosistema de surgencia costera durante el verano.,UDEC_3d3a4c3b983268de300fd55fcd50764d,https://espaciociencia.anid.cl/detalles?id=UDEC_3d3a4c3b983268de300fd55fcd50764d
REPO,2014,"Green Obsidian In Tierra Del Fuego And Patagonia: Characterization, Distribution And Cultural Issues During The Holocene",Repo_ANID_6b19ff8d0d6a0ab1066e1c7a0723c5b8,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_6b19ff8d0d6a0ab1066e1c7a0723c5b8
UDEC,2014,Influencia del oxígeno sobre la estructura comunitaria de las bacterias planctónicas en un ecosistema de surgencia costera subtropical.,UDEC_58384a3452553b775d5280323a553d13,https://espaciociencia.anid.cl/detalles?id=UDEC_58384a3452553b775d5280323a553d13
SCIELO,2014,"Interacciones entre hongos de la madera (Agaricomycete) y árboles nativos y exóticos de un ecosistema urbano (Córdoba, Argentina)",SCIELO_7daad3a1d4b4690508df3f5e6490b0d0,https://espaciociencia.anid.cl/detalles?id=SCIELO_7daad3a1d4b4690508df3f5e6490b0d0
REPO,2014,"Regime shifts of cruces river wetland ecosystem: current conditions, future uncertainties",Repo_ANID_30b818dd4e1bb64b9c38fc4887c50372,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_30b818dd4e1bb64b9c38fc4887c50372
REPO,2014,Temporal dynamics of nitrogen loss in the coastal upwelling ecosystem off central Chile: Evidence of autotrophic denitrification through sulfide oxidation,Repo_ANID_380baf5a801c19d17bae7b66d6ec9bfd,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_380baf5a801c19d17bae7b66d6ec9bfd
REPO,2014,"Valuing cultural ecosystem services: agricultural heritage in chiloé island, southern chile",Repo_ANID_364d785b0759e3780f4cea6921c59efe,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_364d785b0759e3780f4cea6921c59efe
REPO,2013,Adaptive foraging allows the maintenance of biodiversity of pollination networks,Repo_ANID_d41a4f1858e235d68f4ef8286d7018d1,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_d41a4f1858e235d68f4ef8286d7018d1
REPO,2013,"Biodiversity and community structure of rivers from the arid, semi-arid and north-mediterranean zones of chile",Repo_ANID_d7e0c5f1c29946de1d9fc648ddddf666,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_d7e0c5f1c29946de1d9fc648ddddf666
REPO,2013,Ecosystem services in human-dominated landscapes: insectivory in agroforestry systems,Repo_ANID_c9a551f4270ecde1ee15e3dd6f801d02,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_c9a551f4270ecde1ee15e3dd6f801d02
REPO,2013,Mapping recreation and ecotourism as a cultural ecosystem service: an application at the local level in southern chile,Repo_ANID_b2dbe31805ee1ec2036544ab8906135c,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_b2dbe31805ee1ec2036544ab8906135c
UCHILE,2013,Relación de la evapotranspiración real con la humedad disponible del suelo en ecosistemas naturales de zonas áridas,UCHILE_9514ca6f99dd3af55d3065629f798d5d,https://espaciociencia.anid.cl/detalles?id=UCHILE_9514ca6f99dd3af55d3065629f798d5d
REPO,2013,The role of fleshy pericarp in seed germination and dispersal under flooded conditions in three wetland forest species,Repo_ANID_fa2712506a18956efd52cb9305052d58,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_fa2712506a18956efd52cb9305052d58
UCHILE,2013,"Variación de materia orgánica del suelo en ecosistemas esclerófilos con diferentes grados de perturbación antrópica en la Reserva nacional Roblería del Cobre de Loncha, Región Metropolitana",UCHILE_ddfbbecc2d6be6c95b1507190b45e981,https://espaciociencia.anid.cl/detalles?id=UCHILE_ddfbbecc2d6be6c95b1507190b45e981
UCHILE,2013,"Variación de materia orgánica del suelo en ecosistemas esclerófilos con diferentes grados de perturbación antrópica en la Reserva nacional Roblería del Cobre de Loncha, Región Metropolitana",UCHILE_8822da3aff3203eb671830362747b7b2,https://espaciociencia.anid.cl/detalles?id=UCHILE_8822da3aff3203eb671830362747b7b2
UDEC,2012,"Abundancia, biomasa y tasas de bacterivoría de nanoflagelados heterótrofos en un ecosistema de fiordo: implicancias en el flujo del carbono.",UDEC_6197a44110a300743f14a73e097734cf,https://espaciociencia.anid.cl/detalles?id=UDEC_6197a44110a300743f14a73e097734cf
ANID,2012,Area foliar en ecosistemas esclerofilos y espinosos con distintos grados de perturbación en Chile central,ANID_9eee51275508239b907faea38301a45f,https://espaciociencia.anid.cl/detalles?id=ANID_9eee51275508239b907faea38301a45f
PUC,2012,Ecology : an integrated science for the artificialization of nature = Ecología : ciencia integradora para artificialización de la naturaleza.,PUC_f6cc0ded2e89749e2b0169d333c91c65,https://espaciociencia.anid.cl/detalles?id=PUC_f6cc0ded2e89749e2b0169d333c91c65
REPO,2012,Plant species richness and ecosystem multifunctionality in global drylands,Repo_ANID_d61a511316f50ad898c6663385e5e455,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_d61a511316f50ad898c6663385e5e455
UCHILE,2012,"Presencia de la diatomea invasore didymosphenia geminata en el fitoplancton de los ecosistemas fluviales chilenos de las regiones XIV, X, XI, XII",UCHILE_20115f6184841a66014726ca7200cbe2,https://espaciociencia.anid.cl/detalles?id=UCHILE_20115f6184841a66014726ca7200cbe2
UCHILE,2012,Propuesta de índices de calidad de agua para ecosistemas hídricos de Chile,UCHILE_472d3b43703c5518f6123ba7adc045f5,https://espaciociencia.anid.cl/detalles?id=UCHILE_472d3b43703c5518f6123ba7adc045f5
SCIELO,2012,"Variaciones espaciales y temporales de las comunidades ribereñas de peces en un sistema fluvial no intervenido: Río San Pedro, Cuenca del Río Valdivia (Chile)",SCIELO_606aa6ad7c556c6d4ce81fcde327ead2,https://espaciociencia.anid.cl/detalles?id=SCIELO_606aa6ad7c556c6d4ce81fcde327ead2
UDEC,2011,Ecología de zooplancton gelatinoso carnívoro en el ecosistema pelágico frente a Chile central implicancias en el flujo de carbono en ecosistemas de surgencia costera.,UDEC_70545dc3e2f718a39cdf7bba72304d83,https://espaciociencia.anid.cl/detalles?id=UDEC_70545dc3e2f718a39cdf7bba72304d83
UDEC,2011,Interacción entre hongos marinos y diatomeas en el ecosistema de surgencia costero del centro-sur de Chile.,UDEC_7ba7673fa25eeef322876ca0f39b8aa8,https://espaciociencia.anid.cl/detalles?id=UDEC_7ba7673fa25eeef322876ca0f39b8aa8
REPO,2011,"Micropropagation of the endangered Chilean tree, Gomortega keule",Repo_ANID_56a894b19ffe73aac8f88b5ce682060c,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_56a894b19ffe73aac8f88b5ce682060c
ANID,2011,"Respiración de suelos en ecosistemas esclerofilos con distintos grados de perturbación en la reserva naciónal robleria de los cobres de loncha, región metropolitana",ANID_4013a4b35484d55b41e4dbee9ad27407,https://espaciociencia.anid.cl/detalles?id=ANID_4013a4b35484d55b41e4dbee9ad27407
REPO,2010,About optimal harvesting policies for a multiple species forest without discounting,Repo_ANID_b594255017d08da5baf8d05bb7858a1f,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_b594255017d08da5baf8d05bb7858a1f
SCIELO,2010,Deforestación en ecosistemas templados de la precordillera andina del centro-sur de Chile,SCIELO_7de0958adb2f039a9b31863a72c09103,https://espaciociencia.anid.cl/detalles?id=SCIELO_7de0958adb2f039a9b31863a72c09103
REPO,2010,"Distribution patterns, larval growth and hatch dates of early stages of the mote sculpin normanichthys crockeri (scorpaeniformes, normanichthyidae) in the upwelling ecosystem off central chile",Repo_ANID_be0c44e71bbd90e5b07a82d6d3bbaf0c,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_be0c44e71bbd90e5b07a82d6d3bbaf0c
SCIELO,2010,EXPLOTACIÓN DE LOS ECOSISTEMAS HÚMEDOS POR LOS TEMPRANOS AGRICULTORES PREHISPÁNICOS DEL VALLE DE AZAPA,SCIELO_373c98932c9e205bfbae24702f67040c,https://espaciociencia.anid.cl/detalles?id=SCIELO_373c98932c9e205bfbae24702f67040c
REPO,2010,Ecosystem services and abrupt transformations in a coastal wetland social-ecological system: tubul-raqui after the 2010 earthquake in chile,Repo_ANID_89402ab926579e3bd12fdf13ca4060cc,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_89402ab926579e3bd12fdf13ca4060cc
REPO,2010,"Effects of natural small-scale disturbances on below-canopy solar radiation and regeneration patterns in an old-growth nothofagus betuloides forest in tierra del fuego, chile",Repo_ANID_cb4fb6ea660390558608add76127e55a,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_cb4fb6ea660390558608add76127e55a
SCIELO,2010,Estación Biológica Senda Darwin: Investigación ecológica de largo plazo en la interfase ciencia-sociedad,SCIELO_5016d01409154d4b614a5f49fcea8b1b,https://espaciociencia.anid.cl/detalles?id=SCIELO_5016d01409154d4b614a5f49fcea8b1b
UCHILE,2010,Instrumentos del Código de Aguas al servicio de la protección de los derechos de aprovechamiento de aguas y de los ecosistemas de las cuencas,UCHILE_915ecef3dde92610b1f3f80b0ae595dc,https://espaciociencia.anid.cl/detalles?id=UCHILE_915ecef3dde92610b1f3f80b0ae595dc
REPO,2010,"Non-symbiotic nitrogen fixation during leaf litter decomposition in an old-growth temperate rain forest of chiloe island, southern chile: effects of single versus mixed species litter",Repo_ANID_e27ba0502a46762430b2bbf319fe38d7,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_e27ba0502a46762430b2bbf319fe38d7
UCHILE,2010,"Propuesta metodológica para la caracterización de los ecosistemas del Parque Pumalín (Provincia de Palena, Chile) en el contexto de su política de conservación",UCHILE_13a1ae8bcb47b0d24fcbb5c1d4f5029d,https://espaciociencia.anid.cl/detalles?id=UCHILE_13a1ae8bcb47b0d24fcbb5c1d4f5029d
UCHILE,2010,"Propuesta metodológica para la caracterización de los ecosistemas del Parque Pumalín (Provincia de Palena, Chile) en el contexto de su política de conservación",UCHILE_3a01ace0a62c25d7ce1912c3fced0294,https://espaciociencia.anid.cl/detalles?id=UCHILE_3a01ace0a62c25d7ce1912c3fced0294
REPO,2010,Reconstructing the history of human impacts on coastal biodiversity in chile: constraints and opportunities,Repo_ANID_08d7f488d76c94d9e6a1065d3a18f074,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_08d7f488d76c94d9e6a1065d3a18f074
UDEC,2010,Rol de hongos en la degradación de materia orgánica en el ecosistema de surgencia costero de Chile centro sur.,UDEC_6f00f3440e0b3c3b7707f54aedcb9e20,https://espaciociencia.anid.cl/detalles?id=UDEC_6f00f3440e0b3c3b7707f54aedcb9e20
UDEC,2010,Ríos Tributarios como fuentes de diversidad de macroinvertebrados bentónicos.,UDEC_095fc6c8b8c4cda337d1c71b65dfa701,https://espaciociencia.anid.cl/detalles?id=UDEC_095fc6c8b8c4cda337d1c71b65dfa701
REPO,2009,Assessment of ecosystem services as an opportunity for the conservation and management of native forests in chile,Repo_ANID_72420a5c7df025d6c63543c117802d38,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_72420a5c7df025d6c63543c117802d38
SCIELO,2009,BASE DE DATOS ECO-HIDROLOGICA DE LOS RIOS DE CHILE: UNA HERRAMIENTA DE GESTION PARA LOS ECOSISTEMAS ACUATICOS,SCIELO_ee061c385cc9e18959cdae96807ca494,https://espaciociencia.anid.cl/detalles?id=SCIELO_ee061c385cc9e18959cdae96807ca494
UDEC,2009,Descomposición de literas de acacia caven (mol.) y lolium multiflorum L. en ecosistemas de clima mediterráneo.,UDEC_6e86f4d1c96e0f13543618673f230cda,https://espaciociencia.anid.cl/detalles?id=UDEC_6e86f4d1c96e0f13543618673f230cda
REPO,2009,Linking fisheries management and conservation in bioengineering species: the case of South American mussels (Mytilidae).,Repo_ANID_05e4b0f5f20141b1f4dbe66cd08a6efa,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_05e4b0f5f20141b1f4dbe66cd08a6efa
UCHILE,2009,Nutrientes en ecosistemas acuáticos someros: un modelo dinámico del fósforo en el humedal río Cruces,UCHILE_7c02eea0dd4e48553aab5836cf2585b1,https://espaciociencia.anid.cl/detalles?id=UCHILE_7c02eea0dd4e48553aab5836cf2585b1
REPO,2009,Nutrients dynamics in the main river basins of the centre-southern region of Chile,Repo_ANID_1b2b237b2dcb241da4403631bd7004d1,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_1b2b237b2dcb241da4403631bd7004d1
UDEC,2008,Caracterización de cuencas mediterráneas de Chile a través de parámetros físico-químicos y macrofauna bentónica.,UDEC_ae58d5ca4569482fa72b8409b9b69930,https://espaciociencia.anid.cl/detalles?id=UDEC_ae58d5ca4569482fa72b8409b9b69930
REPO,2008,Ecological and biogeographical inferences on two sympatric and enigmatic Andean cat species using genetic identification of faecal samples,Repo_ANID_29ac59bf0c307d286d873b6df4862f79,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_29ac59bf0c307d286d873b6df4862f79
UCHILE,2008,Evaluación de ecosistemas acuáticos naturales y artificiales de la provincia de Chacabuco,UCHILE_38cd1e39811937d044f79a4ec21976f7,https://espaciociencia.anid.cl/detalles?id=UCHILE_38cd1e39811937d044f79a4ec21976f7
ANID,2008,Omnivoria e impacto trofico del zooplancton quitinoso en un ecosistema marino afectado por descarga de rió y surgencia costera,ANID_e0c30adbee1d91bb160a1e03052f9904,https://espaciociencia.anid.cl/detalles?id=ANID_e0c30adbee1d91bb160a1e03052f9904
REPO,2008,Pseudo 2d ecosystem model for a dendritic reservoir,Repo_ANID_317c2b86cae30804038f2692efd9d2a1,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_317c2b86cae30804038f2692efd9d2a1
REPO,2008,Tree fern trunks facilitate seedling regeneration in a productive lowland temperate rain forest,Repo_ANID_8d91b0a35470f1b28f5c0873fd51f671,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_8d91b0a35470f1b28f5c0873fd51f671
SCIELO,2007,Distribución del carbono orgánico del suelo almacenado en el perfil de un Alfisol en ecosistemas Mediterráneos de Chile,SCIELO_8bda8d7139a7827bd5951fdeb094b73f,https://espaciociencia.anid.cl/detalles?id=SCIELO_8bda8d7139a7827bd5951fdeb094b73f
REPO,2007,"Morphologic description of the Punta Cola rock avalanche and associated minor rockslides caused by the 21 April 2007 Aysén earthquake (Patagonia, southern Chile).",Repo_ANID_41c827dd469324f89c0d1fac99c7f528,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_41c827dd469324f89c0d1fac99c7f528
SCIELO,2007,Un modelo trófico preliminar del ecosistema pelágico del norte de Chile (18°20S-24°00S),SCIELO_b0a1bc71c3cbdb59516cd4925da0488f,https://espaciociencia.anid.cl/detalles?id=SCIELO_b0a1bc71c3cbdb59516cd4925da0488f
PUC,2006,"A synthesis of ENSO effects on drylands in Australia, North America and South America",PUC_638a0a09f02ff0b62120958c5bb80927,https://espaciociencia.anid.cl/detalles?id=PUC_638a0a09f02ff0b62120958c5bb80927
SCIELO,2006,ACTIVIDAD RESPIRATORIA EN EL HORIZONTE ORGANICO DE SUELOS DE ECOSISTEMAS FORESTALES DEL CENTRO Y SUR DE CHILE,SCIELO_1f35273fc54b4f6bed56033c06a69170,https://espaciociencia.anid.cl/detalles?id=SCIELO_1f35273fc54b4f6bed56033c06a69170
REPO,2006,"Edge type defines alien plant species invasions along pinus contorta burned, highway and clearcut forest edges",Repo_ANID_ed0f1cf98c3ee65cb557c453915fbc93,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_ed0f1cf98c3ee65cb557c453915fbc93
ANID,2006,"Efecto post-incendió sobre el ecosistema araucaria-nothofagus, parque naciónal tolhuaca.",ANID_cbfd062adeeb71d1b0ddb6d0624c2076,https://espaciociencia.anid.cl/detalles?id=ANID_cbfd062adeeb71d1b0ddb6d0624c2076
UDEC,2005,Ciclos de vida y mecanismos de adaptación de copépodos pelágicos a la variabilidad oceanográfica en zonas de afloramiento del ecosistema de corrientes Humboldt.,UDEC_d06b359160f45b7f487ec570c6a07854,https://espaciociencia.anid.cl/detalles?id=UDEC_d06b359160f45b7f487ec570c6a07854
UDEC,2005,Variabilidad temporal de baja frecuencia en el ecosistema de la corriente Humboldt frente a Perú.,UDEC_da5c06bc3706cf1729a967834b404e0b,https://espaciociencia.anid.cl/detalles?id=UDEC_da5c06bc3706cf1729a967834b404e0b
SCIELO,2004,Impacto de la duración y geometría del control de malezas en la productividad de plantaciones de Pinus radiata D. Don en cinco ecosistemas del sur de Chile,SCIELO_2a1db122f6422ce246f193eb2ad3b5f9,https://espaciociencia.anid.cl/detalles?id=SCIELO_2a1db122f6422ce246f193eb2ad3b5f9
UCHILE,2003,Cambios en los contenidos de metales pesados por efecto de las descargas de relaves mineros en ecosistemas acuáticos,UCHILE_c270cb585940508492c53da1674f90b4,https://espaciociencia.anid.cl/detalles?id=UCHILE_c270cb585940508492c53da1674f90b4
ANID,2003,Distribución de algunas formas de arsenico en componentes de un ecosistema marino costero,ANID_c89c66de36887d3f83da9d1d03f5787f,https://espaciociencia.anid.cl/detalles?id=ANID_c89c66de36887d3f83da9d1d03f5787f
UDEC,2003,Evaluación de los cambios estructurales de ecosistemas microbianos edáficos provocados por la forestación de praderas uruguayas.,UDEC_be0e35abb1a1656640a6f584e0b33fcb,https://espaciociencia.anid.cl/detalles?id=UDEC_be0e35abb1a1656640a6f584e0b33fcb
UCHILE,2002,Efecto de la regulación del regimen hídrico sobre la estructura de los ecosistemas lóticos,UCHILE_51b43ff2f4341f6f8e85791d5627da48,https://espaciociencia.anid.cl/detalles?id=UCHILE_51b43ff2f4341f6f8e85791d5627da48
UDEC,2002,Respiración microplanctónica en el ecosistema pelágico y su relación con el anillo microbiano.,UDEC_5336bae0823fafc83b6ab3b320d12e5e,https://espaciociencia.anid.cl/detalles?id=UDEC_5336bae0823fafc83b6ab3b320d12e5e
REPO,2002,Vegetation diversity in the santiago de chile urban ecosystem,Repo_ANID_859d7aa7a2647ca312392e33d1728ad5,https://espaciociencia.anid.cl/detalles?id=Repo_ANID_859d7aa7a2647ca312392e33d1728ad5
UDEC,2000,"Colonización de sustratos artificiales por macroinvertebrados bentónicos en un ecosistema fluvial de baja intervención antrópica, Estero Nonguén (VIII Región, Chile).",UDEC_3a7a8cc8e249829b71212498caa1b42e,https://espaciociencia.anid.cl/detalles?id=UDEC_3a7a8cc8e249829b71212498caa1b42e
ANID,1997,Aplicabilidad de los modelos de distribucion espacio-temporales de la vegetacion en ecosistemas terrestres sujetos a procesos de contaminacion ambiental,ANID_f7af7893a5b1bb39645852afea9b70da,https://espaciociencia.anid.cl/detalles?id=ANID_f7af7893a5b1bb39645852afea9b70da
PUC,1997,"Southern Temperate Biota and Ecosystems: Past, Present and Future",PUC_083059f78eca0edd01b5160c0d2d420e,https://espaciociencia.anid.cl/detalles?id=PUC_083059f78eca0edd01b5160c0d2d420e
